"","CS_ID","age","workclass","education_num","marital_status","relationship","occupation","race","gender","hours_per_week","income","education_cat","hours_per_week_imp"
"21939","CS16668",21,"Self-Employed",4,"M","Husband","Blue-Collar","White","m",50.5,56.2,"universitaria",FALSE
"21940","CS16669",31,"Private",16,"M","Husband","Blue-Collar","White","m",45.5,53.62,"secundaria",FALSE
"21941","CS16670",31,"Self-Employed",4,"M","Husband","White-Collar","White","m",50.5,54.83,"universitaria",FALSE
"21942","CS16671",17,"Private",16,"M","Husband","Professional","White","m",40.5,53.38,"secundaria",FALSE
"21943","CS16672",24,"Private",13,"M","Husband","Blue-Collar","Black","m",40,46.16,"primaria",FALSE
"21944","CS16673",22,"Private",2,"M","Husband","Blue-Collar","Asian-Pac-Islander","m",40.5,44.79,"universitaria",FALSE
"21945","CS16674",5,"Private",2,"S","Husband","Sales","White","m",40,46.37,"universitaria",FALSE
"21946","CS16675",24,"Private",16,"M","Not-in-family","White-Collar","White","m",40.5,55.05,"secundaria",FALSE
"21947","CS16676",17,"Private",16,"D","Husband","Blue-Collar","Black","m",55,43.91,"secundaria",FALSE
"21948","CS16677",13,"Private",2,"S","Not-in-family","Service","White","m",52,50.49,"universitaria",FALSE
"21949","CS16678",25,"Private",2,"X","Not-in-family","Blue-Collar","White","m",35.5,54.7,"universitaria",FALSE
"21950","CS16680",4,"Government",2,"S","Own-child","White-Collar","White","m",54.5,55.89,"universitaria",FALSE
"21951","CS16681",18,"Self-Employed",13,"M","Own-child","Blue-Collar","White","m",40,53.33,"primaria",FALSE
"21952","CS16682",22.5804861517607,"Self-Employed",5,"M","Husband","White-Collar","White","m",45,57.23,"universitaria",FALSE
"21953","CS16683",30,"Private",16,"M","Husband","Blue-Collar","White","m",40.5,54.97,"secundaria",FALSE
"21954","CS16684",24,"Private",3,"M","Husband","Professional","White","m",40.5,51.36,"universitaria",FALSE
"21955","CS16685",44,"Private",2,"M","Husband","White-Collar","White","m",40.5,57.86,"universitaria",FALSE
"21956","CS16686",7,"Private",16,"S","Husband","Blue-Collar","White","m",40.5,50.12,"secundaria",FALSE
"21957","CS16687",7,"Private",2,"S","Not-in-family","White-Collar","White","m",24.5,54.61,"universitaria",FALSE
"21958","CS16688",31,"Self-Employed",2,"M","Own-child","Blue-Collar","White","m",30,53.79,"universitaria",FALSE
"21959","CS16689",15,"Government",5,"M","Husband","Service","White","m",38,59.44,"universitaria",FALSE
"21960","CS16690",26,"Self-Employed",2,"M","Husband","Blue-Collar","White","m",56,51.74,"universitaria",FALSE
"21961","CS16692",13,"Private",16,"D","Not-in-family","Blue-Collar","White","m",44,50.18,"secundaria",FALSE
"21962","CS16693",5,"Private",16,"M","Not-in-family","White-Collar","White","m",40.5,55.93,"secundaria",FALSE
"21963","CS16694",39,"Private",16,"M","Husband","Blue-Collar","White","m",40,54.44,"secundaria",FALSE
"21964","CS16696",28,"Government",6,"M","Own-child","White-Collar","White","m",40.5,67.25,"postuniversitara",FALSE
"21965","CS16697",46,"Self-Employed",2,"D","Husband","White-Collar","White","m",50.5,47.78,"universitaria",FALSE
"21966","CS16698",22,"Government",5,"S","Not-in-family","White-Collar","White","m",40,58.53,"universitaria",FALSE
"21967","CS16699",34,"Self-Employed",5,"M","Own-child","Professional","White","m",45.5,52.35,"universitaria",FALSE
"21968","CS16700",37,"Private",6,"M","Husband","Professional","White","m",40.5,55.12,"postuniversitara",FALSE
"21969","CS16701",21,"Private",16,"M","Husband","Blue-Collar","Black","m",36.5,45.96,"secundaria",FALSE
"21970","CS16702",33,"Private",6,"M","Husband","White-Collar","White","m",45.5,57.94,"postuniversitara",FALSE
"21971","CS16703",14,"Private",2,"M","Husband","Blue-Collar","White","m",40.5,57.37,"universitaria",FALSE
"21972","CS16705",44,"Self-Employed",16,"D","Own-child","Professional","White","m",20,48.47,"secundaria",FALSE
"21973","CS16706",27,"Private",5,"M","Not-in-family","White-Collar","White","m",40,56.13,"universitaria",FALSE
"21974","CS16707",13,"Government",5,"M","Husband","Professional","White","m",60.5,58.91,"universitaria",FALSE
"21975","CS16708",33,"Private",7,"M","Husband","Professional","White","m",45.5,52.08,"postuniversitara",FALSE
"21976","CS16709",20,"Private",16,"D","Husband","Blue-Collar","White","m",50.5,52.59,"secundaria",FALSE
"21977","CS16710",10,"Private",14,"S","Not-in-family","Service","Black","m",32.5,37.96,"secundaria",FALSE
"21978","CS16715",25,"Private",16,"D","Own-child","Sales","White","m",50.5,50.96,"secundaria",FALSE
"21979","CS16716",39,"Self-Employed",6,"M","Not-in-family","Professional","White","m",40,52.93,"postuniversitara",FALSE
"21980","CS16718",4,"Private",2,"S","Own-child","Blue-Collar","White","m",40,47.86,"universitaria",FALSE
"21981","CS16719",21,"Private",6,"M","Own-child","White-Collar","White","m",40.5,58.74,"postuniversitara",FALSE
"21982","CS16720",35,"Self-Employed",2,"M","Husband","Blue-Collar","White","m",55,53.88,"universitaria",FALSE
"21983","CS16721",12,"Private",2,"M","Husband","Sales","White","m",55,52.55,"universitaria",FALSE
"21984","CS16724",5,"Private",16,"S","Own-child","Sales","White","m",50.5,47.9,"secundaria",FALSE
"21985","CS16727",14,"Private",2,"M","Not-in-family","Blue-Collar","White","m",40.5,59.2,"universitaria",FALSE
"21986","CS16728",28,"Self-Employed",16,"M","Not-in-family","Blue-Collar","White","m",30.5,47.58,"secundaria",FALSE
"21987","CS16729",29,"Private",5,"M","Husband","Blue-Collar","Asian-Pac-Islander","m",40,44.89,"universitaria",FALSE
"21988","CS16730",26,"Private",13,"M","Husband","White-Collar","White","m",40,58.13,"primaria",FALSE
"21989","CS16733",17,"Private",16,"S","Not-in-family","Blue-Collar","White","m",40.5,48.54,"secundaria",FALSE
"21990","CS16734",11,"Private",12,"M","Not-in-family","Blue-Collar","White","m",32,53.49,"primaria",FALSE
"21991","CS16737",25,"Private",5,"M","Unmarried","Professional","White","m",40.5,52.71,"universitaria",FALSE
"21992","CS16740",25,"Self-Employed",8,"M","Not-in-family","Professional","White","m",70,54.27,"postuniversitara",FALSE
"21993","CS16742",17,"Private",5,"S","Wife","White-Collar","White","m",60,54.53,"universitaria",FALSE
"21994","CS16745",17,"Private",16,"D","Not-in-family","Blue-Collar","White","m",20.5,52.43,"secundaria",FALSE
"21995","CS16747",36,"Private",5,"M","Other-relative","Professional","White","m",30,52.37,"universitaria",FALSE
"21996","CS16751",49,"Self-Employed",12,"X","Wife","Blue-Collar","White","m",45.5,49.33,"primaria",FALSE
"21997","CS16752",26,"Private",6,"M","Not-in-family","Professional","White","m",40.5,56.38,"postuniversitara",FALSE
"21998","CS16753",13,"Private",16,"S","Husband","Blue-Collar","White","m",40,46.69,"secundaria",FALSE
"21999","CS16755",22,"Other/Unknown",16,"M","Not-in-family","Other/Unknown","White","m",24.5,47.58,"secundaria",FALSE
"22000","CS16756",8,"Private",13,"S","Husband","Service","White","m",30,46.53,"primaria",FALSE
"22001","CS16757",27,"Government",2,"M","Other-relative","White-Collar","White","m",40,60.61,"universitaria",FALSE
"22002","CS16758",22,"Private",13,"M","Husband","Blue-Collar","White","m",40,55.95,"primaria",FALSE
"22003","CS16759",12,"Private",5,"M","Husband","Sales","White","m",45,53.54,"universitaria",FALSE
"22004","CS16761",28,"Private",3,"M","Own-child","Blue-Collar","Black","m",40,47.45,"universitaria",FALSE
"22005","CS16762",62,"Other/Unknown",16,"M","Husband","Other/Unknown","White","m",18,47.62,"secundaria",FALSE
"22006","CS16763",39,"Private",16,"M","Husband","White-Collar","White","m",40,57.38,"secundaria",FALSE
"22007","CS16765",15,"Private",5,"M","Unmarried","Professional","White","m",40,52.48,"universitaria",FALSE
"22008","CS16768",11,"Private",16,"S","Unmarried","Blue-Collar","White","m",40,49.52,"secundaria",FALSE
"22009","CS16769",7,"Government",2,"S","Own-child","White-Collar","White","m",15.5,56.69,"universitaria",FALSE
"22010","CS16770",10,"Private",14,"X","Not-in-family","Blue-Collar","White","m",50,50.29,"secundaria",FALSE
"22011","CS16771",17,"Private",3,"S","Other-relative","Service","White","m",40,53.57,"universitaria",FALSE
"22012","CS16773",28,"Private",16,"D","Unmarried","Blue-Collar","White","m",40,52.54,"secundaria",FALSE
"22013","CS16775",2,"Private",15,"S","Unmarried","Service","White","m",15,46.28,"secundaria",FALSE
"22014","CS16778",27,"Private",6,"M","Own-child","White-Collar","Asian-Pac-Islander","m",40.5,48.59,"postuniversitara",FALSE
"22015","CS16780",21,"Private",2,"S","Own-child","White-Collar","White","m",40.5,56.9,"universitaria",FALSE
"22016","CS16781",17,"Self-Employed",14,"M","Not-in-family","Blue-Collar","White","m",50,52.28,"secundaria",FALSE
"22017","CS16782",29,"Private",5,"M","Husband","Blue-Collar","White","m",50.5,57.09,"universitaria",FALSE
"22018","CS16783",16,"Self-Employed",5,"S","Husband","White-Collar","White","m",55.5,49.28,"universitaria",FALSE
"22019","CS16784",31,"Private",11,"M","Not-in-family","Blue-Collar","White","m",40.5,53.26,"primaria",FALSE
"22020","CS16785",28,"Private",4,"M","Husband","Professional","White","m",40.5,52.66,"universitaria",FALSE
"22021","CS16786",6,"Private",16,"S","Husband","Blue-Collar","White","m",40,49.17,"secundaria",FALSE
"22022","CS16787",1,"Private",14,"S","Own-child","Sales","White","m",30.5,47.4,"secundaria",FALSE
"22023","CS16788",49,"Self-Employed",8,"M","Own-child","White-Collar","White","m",60,59.59,"postuniversitara",FALSE
"22024","CS16789",14,"Government",5,"M","Husband","Service","White","m",45.5,54.88,"universitaria",FALSE
"22025","CS16790",35,"Private",5,"M","Husband","Professional","White","m",70.5,54.05,"universitaria",FALSE
"22026","CS16791",10,"Government",16,"S","Husband","Service","White","m",40,47.94,"secundaria",FALSE
"22027","CS16793",34,"Private",14,"M","Not-in-family","Blue-Collar","White","m",40.5,57.22,"secundaria",FALSE
"22028","CS16794",2,"Other/Unknown",2,"S","Husband","Other/Unknown","White","m",10,43.96,"universitaria",FALSE
"22029","CS16796",32,"Private",3,"M","Own-child","White-Collar","White","m",43,56.65,"universitaria",FALSE
"22030","CS16797",21,"Self-Employed",5,"M","Husband","Sales","White","m",50.5,47.8,"universitaria",FALSE
"22031","CS16798",35,"Other/Unknown",16,"M","Husband","Other/Unknown","White","m",28,49.43,"secundaria",FALSE
"22032","CS16800",55,"Private",6,"M","Not-in-family","Professional","White","m",25,53.01,"postuniversitara",FALSE
"22033","CS16801",40,"Private",16,"M","Husband","Blue-Collar","White","m",60,56.92,"secundaria",FALSE
"22034","CS16803",23,"Government",6,"M","Wife","Professional","White","m",40,58.85,"postuniversitara",FALSE
"22035","CS16805",25,"Government",16,"M","Not-in-family","Service","White","m",40,55.8,"secundaria",FALSE
"22036","CS16806",29,"Private",16,"M","Husband","Blue-Collar","White","m",40,55.83,"secundaria",FALSE
"22037","CS16807",7,"Private",2,"S","Husband","White-Collar","White","m",40.5,51.26,"universitaria",FALSE
"22038","CS16808",13,"Private",5,"S","Own-child","Professional","White","m",50.5,47.99,"universitaria",FALSE
"22039","CS16809",18,"Private",2,"M","Not-in-family","Blue-Collar","White","m",50.5,55.91,"universitaria",FALSE
"22040","CS16814",30,"Private",3,"M","Unmarried","White-Collar","White","m",40.5,56.87,"universitaria",FALSE
"22041","CS16819",19,"Private",16,"M","Wife","Blue-Collar","White","m",40.5,54.45,"secundaria",FALSE
"22042","CS16823",32,"Self-Employed",16,"M","Unmarried","Blue-Collar","White","m",40,52.49,"secundaria",FALSE
"22043","CS16827",7,"Other/Unknown",4,"S","Wife","Other/Unknown","White","m",20.5,48.08,"universitaria",FALSE
"22044","CS16828",1,"Private",15,"S","Own-child","Service","White","m",15,47.62,"secundaria",FALSE
"22045","CS16829",28,"Government",5,"M","Own-child","White-Collar","White","m",40.5,61.42,"universitaria",FALSE
"22046","CS16830",10,"Private",16,"M","Husband","Sales","White","m",48.5,52.52,"secundaria",FALSE
"22047","CS16832",33,"Private",5,"M","Other-relative","White-Collar","White","m",55,59.53,"universitaria",FALSE
"22048","CS16833",26,"Private",16,"M","Husband","Blue-Collar","White","m",40,55.79,"secundaria",FALSE
"22049","CS16836",28,"Private",2,"M","Not-in-family","Blue-Collar","White","m",40,54.03,"universitaria",FALSE
"22050","CS16839",33,"Private",2,"D","Own-child","Service","White","m",40,49.99,"universitaria",FALSE
"22051","CS16841",26,"Private",2,"D","Own-child","Professional","White","m",40.5,46.8,"universitaria",FALSE
"22052","CS16842",14,"Private",13,"M","Not-in-family","Blue-Collar","White","m",40.5,51.51,"primaria",FALSE
"22053","CS16843",20,"Government",3,"M","Husband","Service","Asian-Pac-Islander","m",37,47.4,"universitaria",FALSE
"22054","CS16845",7,"Private",16,"M","Not-in-family","Blue-Collar","Black","m",40.5,44.31,"secundaria",FALSE
"22055","CS16847",16,"Private",14,"S","Not-in-family","Blue-Collar","Amer-Indian-Eskimo","m",60.5,39,"secundaria",FALSE
"22056","CS16849",24,"Private",6,"M","Unmarried","Professional","White","m",60,53.94,"postuniversitara",FALSE
"22057","CS16850",12,"Private",2,"M","Husband","White-Collar","White","m",40,58.93,"universitaria",FALSE
"22058","CS16851",16,"Private",16,"S","Husband","Blue-Collar","White","m",40,50.21,"secundaria",FALSE
"22059","CS16855",5,"Private",16,"S","Unmarried","Blue-Collar","White","m",40,49.79,"secundaria",FALSE
"22060","CS16856",57,"Private",11,"W","Own-child","White-Collar","White","m",40.5,50.88,"primaria",FALSE
"22061","CS16857",15,"Private",16,"X","Not-in-family","Service","White","m",40.5,43.8,"secundaria",FALSE
"22062","CS16860",8,"Private",16,"S","Own-child","Service","White","m",25,47.85,"secundaria",FALSE
"22063","CS16861",55,"Private",2,"M","Other-relative","Sales","White","m",25.5,52.04,"universitaria",FALSE
"22064","CS16862",19,"Self-Employed",6,"M","Husband","Sales","Asian-Pac-Islander","m",40,40.4,"postuniversitara",FALSE
"22065","CS16863",19,"Private",5,"M","Husband","Sales","White","m",40.5,51.04,"universitaria",FALSE
"22066","CS16864",26,"Private",5,"S","Husband","Sales","White","m",50,49.17,"universitaria",FALSE
"22067","CS16865",35,"Private",3,"M","Not-in-family","Service","White","m",40.5,49.63,"universitaria",FALSE
"22068","CS16866",32,"Private",16,"D","Husband","Blue-Collar","White","m",44,54.87,"secundaria",FALSE
"22069","CS16867",33,"Private",3,"M","Not-in-family","White-Collar","White","m",40,56.39,"universitaria",FALSE
"22070","CS16868",37,"Private",4,"M","Husband","White-Collar","White","m",45.5,58.7,"universitaria",TRUE
"22071","CS16869",27,"Private",2,"M","Husband","White-Collar","White","m",40.5,57.9,"universitaria",FALSE
"22072","CS16870",37,"Private",5,"M","Husband","White-Collar","White","m",40.5,58.15,"universitaria",FALSE
"22073","CS16871",19,"Private",16,"S","Husband","Blue-Collar","White","m",40.5,50.6,"secundaria",FALSE
"22074","CS16874",32,"Private",2,"M","Not-in-family","Service","White","m",40.5,52.61,"universitaria",FALSE
"22075","CS16876",21,"Private",2,"D","Not-in-family","Blue-Collar","White","m",40.5,53.32,"universitaria",FALSE
"22076","CS16878",14,"Other/Unknown",2,"M","Not-in-family","Other/Unknown","White","m",40,45.11,"universitaria",FALSE
"22077","CS16879",25,"Private",16,"M","Husband","Blue-Collar","White","m",40.5,52.31,"secundaria",FALSE
"22078","CS16881",8,"Private",2,"M","Own-child","Blue-Collar","White","m",65,59.34,"universitaria",FALSE
"22079","CS16882",18,"Private",16,"S","Husband","Blue-Collar","White","m",40,49.25,"secundaria",FALSE
"22080","CS16885",30,"Private",2,"X","Not-in-family","Sales","White","m",42,54.22,"universitaria",FALSE
"22081","CS16887",48,"Private",15,"M","Own-child","Blue-Collar","White","m",40,58.62,"secundaria",FALSE
"22082","CS16888",24,"Self-Employed",6,"M","Husband","Sales","White","m",50,51.37,"postuniversitara",FALSE
"22083","CS16889",17,"Private",4,"D","Husband","Professional","White","m",50,49.2,"universitaria",FALSE
"22084","CS16891",20,"Private",2,"S","Own-child","Service","White","m",45,50.63,"universitaria",FALSE
"22085","CS16892",9,"Private",16,"S","Own-child","Professional","White","m",40,51.22,"secundaria",FALSE
"22086","CS16893",38,"Government",12,"M","Own-child","Service","White","m",40.5,55,"primaria",FALSE
"22087","CS16894",34,"Self-Employed",5,"D","Husband","Sales","White","m",50,46.39,"universitaria",FALSE
"22088","CS16895",43,"Government",5,"M","Not-in-family","White-Collar","White","m",40,61.93,"universitaria",FALSE
"22089","CS16896",1,"Private",14,"S","Husband","Service","White","m",20.5,44.25,"secundaria",FALSE
"22090","CS16897",24,"Private",16,"M","Own-child","White-Collar","White","m",50.5,63.34,"secundaria",FALSE
"22091","CS16898",11,"Private",5,"S","Husband","Sales","White","m",40.5,50.82,"universitaria",FALSE
"22092","CS16900",6,"Private",14,"M","Own-child","Blue-Collar","White","m",35,51.71,"secundaria",FALSE
"22093","CS16901",22.5804861517607,"Self-Employed",14,"M","Husband","White-Collar","White","m",25.5,56.59,"secundaria",FALSE
"22094","CS16902",36,"Private",16,"D","Husband","Blue-Collar","White","m",45.5,51.91,"secundaria",FALSE
"22095","CS16903",24,"Government",5,"M","Not-in-family","White-Collar","White","m",48,63.05,"universitaria",FALSE
"22096","CS16905",47,"Private",16,"M","Own-child","Blue-Collar","White","m",25,54.74,"secundaria",FALSE
"22097","CS16906",16,"Private",4,"M","Husband","Service","White","m",42,54.66,"universitaria",FALSE
"22098","CS16908",43,"Government",5,"M","Not-in-family","White-Collar","White","m",40.5,62.98,"universitaria",FALSE
"22099","CS16909",21,"Self-Employed",6,"M","Husband","White-Collar","White","m",60.5,52.63,"postuniversitara",FALSE
"22100","CS16910",13,"Self-Employed",8,"M","Husband","Professional","White","m",35,51.73,"postuniversitara",FALSE
"22101","CS16911",9,"Private",16,"S","Husband","Service","White","m",40,48.25,"secundaria",FALSE
"22102","CS16912",10,"Private",2,"S","Not-in-family","Blue-Collar","White","m",40.5,49.74,"universitaria",FALSE
"22103","CS16913",34,"Private",2,"M","Own-child","Sales","White","m",50.5,51.61,"universitaria",FALSE
"22104","CS16914",14,"Government",5,"M","Husband","Professional","White","m",40.5,56.69,"universitaria",FALSE
"22105","CS16915",14,"Government",5,"M","Husband","Professional","White","m",80,63.21,"universitaria",FALSE
"22106","CS16917",20,"Private",16,"S","Not-in-family","Blue-Collar","White","m",40.5,50.42,"secundaria",FALSE
"22107","CS16918",21,"Private",6,"M","Own-child","White-Collar","White","m",50.5,54.8,"postuniversitara",FALSE
"22108","CS16920",18,"Private",5,"M","Wife","White-Collar","Black","m",45,49.13,"universitaria",FALSE
"22109","CS16921",11,"Self-Employed",12,"M","Husband","Blue-Collar","White","m",40.5,48.47,"primaria",FALSE
"22110","CS16922",23,"Private",5,"M","Husband","Service","White","m",50,55.24,"universitaria",FALSE
"22111","CS16923",25,"Private",3,"M","Husband","Service","Asian-Pac-Islander","m",60,43.21,"universitaria",FALSE
"22112","CS16924",18,"Self-Employed",5,"M","Husband","Blue-Collar","Asian-Pac-Islander","m",70.5,45.54,"universitaria",FALSE
"22113","CS16925",25,"Private",2,"M","Husband","White-Collar","White","m",40,57.41,"universitaria",FALSE
"22114","CS16929",10,"Private",16,"M","Own-child","Blue-Collar","White","m",48.5,53.06,"secundaria",FALSE
"22115","CS16930",22,"Private",2,"M","Husband","Blue-Collar","White","m",60.5,54.3,"universitaria",FALSE
"22116","CS16931",11,"Private",2,"M","Husband","Professional","White","m",45,54.73,"universitaria",TRUE
"22117","CS16932",5,"Private",13,"S","Husband","Blue-Collar","Other","m",40.5,34.29,"primaria",FALSE
"22118","CS16933",25,"Private",16,"M","Not-in-family","Service","White","m",40.5,49.57,"secundaria",FALSE
"22119","CS16934",26,"Self-Employed",4,"D","Husband","Blue-Collar","Amer-Indian-Eskimo","m",35.5,39.81,"universitaria",FALSE
"22120","CS16935",9,"Private",13,"S","Own-child","Blue-Collar","White","m",40.5,48.72,"primaria",FALSE
"22121","CS16936",27,"Private",5,"M","Own-child","Sales","White","m",40.5,52.19,"universitaria",FALSE
"22122","CS16937",7,"Private",2,"S","Husband","Blue-Collar","White","m",15.5,52.17,"universitaria",FALSE
"22123","CS16938",24,"Government",5,"M","Own-child","Professional","White","m",40,58.29,"universitaria",FALSE
"22124","CS16939",7,"Private",2,"S","Husband","Sales","Black","m",9.5,40.06,"universitaria",FALSE
"22125","CS16941",21,"Private",5,"S","Not-in-family","White-Collar","White","m",50,56.38,"universitaria",FALSE
"22126","CS16942",43,"Private",12,"M","Not-in-family","Blue-Collar","Black","m",40.5,45.95,"primaria",FALSE
"22127","CS16943",20,"Private",2,"S","Husband","Blue-Collar","White","m",40,50.36,"universitaria",FALSE
"22128","CS16944",20,"Private",4,"M","Not-in-family","Professional","White","m",40.5,53.01,"universitaria",FALSE
"22129","CS16946",47,"Private",5,"M","Wife","White-Collar","White","m",40,55.81,"universitaria",FALSE
"22130","CS16947",18,"Private",2,"M","Husband","Blue-Collar","White","m",40,50.66,"universitaria",FALSE
"22131","CS16949",7,"Private",16,"S","Not-in-family","Sales","White","m",35.5,49.89,"secundaria",FALSE
"22132","CS16951",26,"Private",16,"M","Not-in-family","Blue-Collar","White","m",40,57.2,"secundaria",FALSE
"22133","CS16953",28,"Private",4,"M","Own-child","Sales","White","m",40,57.87,"universitaria",FALSE
"22134","CS16954",26,"Government",2,"M","Husband","Blue-Collar","White","m",40,61.03,"universitaria",FALSE
"22135","CS16955",5,"Private",16,"S","Husband","White-Collar","White","m",40,52.64,"secundaria",FALSE
"22136","CS16957",15,"Private",9,"X","Not-in-family","Blue-Collar","White","m",35.5,48.81,"primaria",FALSE
"22137","CS16958",26,"Private",2,"D","Unmarried","Blue-Collar","White","m",38,55.25,"universitaria",FALSE
"22138","CS16959",10,"Private",12,"M","Not-in-family","Blue-Collar","White","m",20,56.51,"primaria",FALSE
"22139","CS16960",47,"Private",2,"M","Husband","White-Collar","White","m",40.5,63,"universitaria",TRUE
"22140","CS16961",12,"Private",5,"M","Husband","White-Collar","White","m",50,58.4,"universitaria",FALSE
"22141","CS16962",18,"Private",6,"M","Husband","White-Collar","White","m",40.5,54.93,"postuniversitara",FALSE
"22142","CS16963",35,"Private",5,"M","Husband","Blue-Collar","White","m",40.5,53.66,"universitaria",FALSE
"22143","CS16965",28,"Private",2,"M","Wife","Blue-Collar","White","m",50,55.39,"universitaria",FALSE
"22144","CS16966",31,"Other/Unknown",11,"M","Husband","Other/Unknown","White","m",10.5,45.3,"primaria",FALSE
"22145","CS16967",19,"Private",2,"M","Husband","Blue-Collar","White","m",40,52.83,"universitaria",FALSE
"22146","CS16968",30,"Private",11,"M","Own-child","Blue-Collar","White","m",40,53.42,"primaria",FALSE
"22147","CS16969",30,"Private",4,"S","Husband","Service","White","m",56,47.79,"universitaria",FALSE
"22148","CS16970",30,"Private",5,"M","Not-in-family","White-Collar","White","m",53.5,58.18,"universitaria",FALSE
"22149","CS16971",52,"Self-Employed",5,"M","Husband","White-Collar","White","m",8,60.08,"universitaria",FALSE
"22150","CS16973",10,"Private",4,"M","Unmarried","Sales","White","m",40.5,50.46,"universitaria",FALSE
"22151","CS16974",13,"Private",16,"M","Husband","Blue-Collar","White","m",40.5,58.68,"secundaria",FALSE
"22152","CS16975",14,"Private",16,"S","Husband","Service","Black","m",40.5,38.88,"secundaria",FALSE
"22153","CS16978",28,"Other/Unknown",13,"M","Wife","Other/Unknown","White","m",40,44.6,"primaria",FALSE
"22154","CS16979",38,"Private",6,"M","Husband","Sales","White","m",68,59.31,"postuniversitara",FALSE
"22155","CS16980",38,"Self-Employed",11,"M","Husband","Blue-Collar","White","m",60.5,50.45,"primaria",FALSE
"22156","CS16982",35,"Private",15,"M","Unmarried","Blue-Collar","White","m",45.5,54.39,"secundaria",FALSE
"22157","CS16983",16,"Private",16,"S","Husband","Blue-Collar","White","m",40.5,52.6,"secundaria",FALSE
"22158","CS16985",42,"Private",14,"M","Wife","Blue-Collar","White","m",40.5,57.67,"secundaria",FALSE
"22159","CS16986",18,"Private",12,"S","Not-in-family","Blue-Collar","White","m",40,55.6,"primaria",FALSE
"22160","CS16987",24,"Private",5,"D","Not-in-family","Sales","White","m",40,48.2,"universitaria",FALSE
"22161","CS16989",34,"Private",6,"M","Own-child","Professional","White","m",40.5,54.06,"postuniversitara",FALSE
"22162","CS16990",16,"Private",3,"S","Husband","Blue-Collar","White","m",44.5,51.48,"universitaria",FALSE
"22163","CS16992",3,"Private",11,"M","Wife","Blue-Collar","White","m",40.5,58.19,"primaria",TRUE
"22164","CS16994",1,"Private",14,"S","Not-in-family","Service","Black","m",20.5,39.71,"secundaria",FALSE
"22165","CS16995",21,"Private",3,"M","Own-child","Service","White","m",40,53.45,"universitaria",FALSE
"22166","CS16996",16,"Private",2,"S","Husband","Blue-Collar","White","m",45.5,49.85,"universitaria",FALSE
"22167","CS16997",4,"Private",2,"S","Not-in-family","Service","Black","m",20.5,40.44,"universitaria",FALSE
"22168","CS16998",23,"Self-Employed",8,"S","Own-child","Professional","White","m",40,47.86,"postuniversitara",FALSE
"22169","CS16999",2,"Private",15,"S","Not-in-family","Blue-Collar","White","m",40.5,48.54,"secundaria",FALSE
"22170","CS17000",26,"Private",6,"M","Own-child","Professional","White","m",50,53.04,"postuniversitara",FALSE
"22171","CS17001",27,"Private",2,"M","Husband","Sales","White","m",40,54.02,"universitaria",FALSE
"22172","CS17002",26,"Private",5,"M","Husband","White-Collar","White","m",55.5,58.37,"universitaria",FALSE
"22173","CS17004",36,"Private",16,"M","Wife","Sales","White","m",40,51.28,"secundaria",FALSE
"22174","CS17005",35,"Private",13,"S","Husband","Blue-Collar","White","m",40.5,53.29,"primaria",FALSE
"22175","CS17006",22.5804861517607,"Self-Employed",2,"M","Own-child","Sales","White","m",8.5,45.71,"universitaria",FALSE
"22176","CS17008",22,"Government",2,"S","Own-child","Professional","White","m",40.5,55.79,"universitaria",FALSE
"22177","CS17009",4,"Private",16,"S","Own-child","Service","White","m",40.5,49.91,"secundaria",FALSE
"22178","CS17010",7,"Private",16,"S","Not-in-family","Blue-Collar","White","m",30,51.65,"secundaria",FALSE
"22179","CS17013",25,"Private",5,"M","Own-child","Sales","White","m",40,50.57,"universitaria",FALSE
"22180","CS17014",31,"Government",2,"M","Husband","White-Collar","Black","m",40,52.45,"universitaria",FALSE
"22181","CS17017",20,"Private",5,"M","Not-in-family","Sales","White","m",40.5,55.67,"universitaria",FALSE
"22182","CS17018",26,"Self-Employed",6,"M","Husband","Blue-Collar","White","m",60.5,54.59,"postuniversitara",FALSE
"22183","CS17020",6,"Private",16,"S","Own-child","Blue-Collar","White","m",40,50.34,"secundaria",FALSE
"22184","CS17021",13,"Private",9,"M","Own-child","Service","White","m",40,49.6,"primaria",FALSE
"22185","CS17022",26,"Private",7,"M","Husband","White-Collar","White","m",40,57.05,"postuniversitara",FALSE
"22186","CS17023",8,"Private",5,"S","Husband","Professional","White","m",20,44.94,"universitaria",FALSE
"22187","CS17024",25,"Private",2,"M","Own-child","White-Collar","White","m",45.5,54.58,"universitaria",FALSE
"22188","CS17025",13,"Private",16,"S","Husband","Service","Asian-Pac-Islander","m",40.5,40.1,"secundaria",FALSE
"22189","CS17026",20,"Private",16,"D","Not-in-family","Blue-Collar","White","m",40.5,55.84,"secundaria",FALSE
"22190","CS17027",22.5804861517607,"Self-Employed",16,"W","Own-child","Sales","White","m",45.5,45.71,"secundaria",FALSE
"22191","CS17031",8,"Private",15,"M","Own-child","Blue-Collar","White","m",40.5,52.46,"secundaria",FALSE
"22192","CS17032",20,"Government",3,"M","Husband","Service","White","m",40.5,55.08,"universitaria",FALSE
"22193","CS17033",33,"Private",2,"M","Husband","Sales","White","m",44.5,52.22,"universitaria",FALSE
"22194","CS17034",5,"Private",12,"S","Husband","Blue-Collar","White","m",40.5,50.77,"primaria",FALSE
